1.198790333895206039e+01,7.381866807022896548e-01,1.192221177013849998e+00,5.935343455002926004e-03,2.691035475281041561e-03,1.754873997850217711e+04,2.231490992296804310e-02
5.361419767136938574e+00,9.599444819606468560e-01,2.715335975962452242e+00,3.571317780715437679e-02,1.316789930374561921e-02,1.632637756538580652e+04,1.364932684161900001e-02
1.242592147965801708e+01,9.778917374208695446e-01,6.225410724102230509e-01,5.951672570664430229e-01,7.777274332127396585e-03,1.429373298431056901e+04,1.771134348433772709e-02
1.374649700869280977e+01,8.492455730334571573e-01,1.052378495816057580e+00,2.619470266056463714e+00,9.660078913660240241e-03,1.337305874633511667e+04,1.045641683366414082e-02
9.847963770186478172e+00,9.767256474326012627e-01,6.305700750251275188e-01,2.988179993004104418e+00,1.409936167782511671e-02,6.476695593841564005e+03,2.183096961597778135e-02
1.228188769892479826e+01,1.069844594557477713e+00,2.335588780725510905e+00,2.413521375016963955e+00,1.081391696979710354e-02,1.035200501896181595e+04,1.403080821784946641e-02
1.481260924759805775e+01,8.996295678844570265e-01,4.799240045328387327e-01,2.487090754910098678e+00,4.395891063675142277e-03,1.225677699343851418e+04,1.188648748443559347e-02
9.024084346275969892e+00,8.144745213583833854e-01,1.415133251433449590e+00,1.866772430429609608e+00,5.014158970574008646e-03,1.577603814938908545e+04,2.271537423697107816e-02
1.105769427902576574e+01,9.600943817503377886e-01,2.296798457252791970e+00,5.436979480672146092e-01,7.786902094187514618e-03,1.507159019193286622e+04,1.192792227546536112e-02
5.001586179742017357e+00,9.712741496032570865e-01,1.290817067270993102e+00,2.415233790928541513e+00,1.486858573117098674e-03,1.539649772198794017e+04,1.024857606146838476e-02
3.115179818288144720e+00,7.944010535799055361e-01,1.684488175446435809e-01,1.902587063249237431e+00,2.477826122825313102e-03,1.674368324027361814e+04,1.280713446007873853e-02
1.182677144664611646e+01,1.068704704662782223e+00,1.029544766346577767e+00,1.922305621588742408e+00,1.428748472693386340e-02,7.518554547151638872e+03,2.489950876786977546e-02
9.039224783745218872e+00,6.799820854646901891e-01,2.188594283067708979e+00,2.490135113010559120e+00,8.413090078067451613e-03,1.996552761186694988e+04,1.229318447120144112e-02
3.903909153120813436e+00,8.009153823397670013e-01,2.308451257554166247e+00,1.449957383153946955e+00,8.093503939501922595e-03,1.078873237644592518e+04,1.440117498502243090e-02
1.464992435825805117e+01,8.779834475996330934e-01,3.781603454011632504e-02,2.126324673964978373e+00,2.802698480322609112e-03,1.746835700008525964e+04,1.951639340587338692e-02
7.951747442401064347e+00,8.429110273207758297e-01,2.427669023765797185e+00,2.159362028457449956e+00,6.382954961340820028e-03,5.217839879427221604e+03,2.201323743727178275e-02
1.241644165385675080e+01,1.051824980462346293e+00,6.825423477837190278e-01,3.535916812465469405e-01,5.976001039122193215e-03,1.366771709658075451e+04,1.715426555332117547e-02
1.471256446097317649e+01,8.836133853821213080e-01,2.620325841189524940e+00,2.857597071733156469e+00,1.190718810530624547e-02,1.424360984555627147e+04,1.304081858773855837e-02
1.088716667993628207e+01,8.003622009132151938e-01,9.321660553213231282e-01,2.069786763345647707e+00,9.770398715239814874e-03,1.599159479682172241e+04,2.326501500498548425e-02
1.300564454777849122e+01,6.610547630037467703e-01,7.178459071398766156e-01,2.961914474327593361e+00,7.506519472787255218e-03,1.184838666631801425e+04,1.551692231142311716e-02
3.510697377686660570e+00,1.028281640447344714e+00,1.546535742680884784e+00,5.012013306439582205e-01,3.383454590931790629e-03,6.832152554155451980e+03,2.065304327449150185e-02
6.969486580654683294e+00,6.498939700002827058e-01,2.174704344946059464e+00,2.480045499898481332e+00,7.929356078960472093e-03,1.954246826514548229e+04,1.615340687438353295e-02
1.155537841079185313e+01,7.948841250453411167e-01,5.912336104570181661e-01,3.400807605039166126e-02,1.084462559401289453e-02,1.629792291791424577e+04,2.458409160918470504e-02
1.258478716940335929e+01,1.057658609151049367e+00,8.430226057097669479e-01,2.812857371953121355e+00,3.741544563597857045e-03,9.139754118430635572e+03,1.597101775801407914e-02
1.354844678388275625e+01,5.844026251613139156e-01,5.828236386167019445e-01,1.634646144162009707e-01,4.339302291364054154e-03,5.772961134074700567e+03,1.785164784928212206e-02
1.365950036014092461e+01,8.704846804695176576e-01,9.685369202648416165e-01,2.145434841941964876e+00,6.338834873084437868e-03,1.360346336501055885e+04,2.078669037746706805e-02
3.757040922457325127e+00,9.511406423885780947e-01,1.673163873306555693e+00,1.722624719741442600e+00,1.166702348845538584e-02,1.364296930835940111e+04,1.470785363981633870e-02
1.471846843691009710e+01,1.067386867410392126e+00,9.161772464819544215e-01,7.746747933365303318e-01,1.130382506035464835e-02,1.616798294490388434e+04,2.115214318725464060e-02
1.461625325832386224e+01,1.072414690922900649e+00,1.841552288192605857e+00,1.082068763421024649e+00,6.039923308038197373e-03,6.840910688100198058e+03,2.144306878458406701e-02
3.460627849862420113e+00,7.077890853204662491e-01,1.648478709258227148e+00,4.529238348232307310e-01,1.436939536211087609e-02,1.421889901729137273e+04,1.292485565964368414e-02
3.003965025646767817e+00,8.584993841076893339e-01,2.189802654267952953e+00,2.872662418088818725e+00,1.454474005154283295e-02,1.217240625854143582e+04,1.181963393723448920e-02
8.901616877249761473e+00,8.549755202091190442e-01,3.177473731627018516e-01,6.229394955964788760e-01,1.520753622007307545e-03,1.698829658086084964e+04,2.368266960299680868e-02
1.192699341889131581e+01,1.048788666350499721e+00,9.437893239731090511e-02,2.716058062624971736e+00,6.511641432894015209e-03,1.646687104463869036e+04,2.015549949900161814e-02
4.364913821304897468e+00,9.135127784077747837e-01,2.508838308645424675e+00,1.623311835952705673e+00,1.442328929891412495e-02,1.466972206559434744e+04,2.205272395152624298e-02
1.014434315484148108e+01,5.912751318722060390e-01,2.429113355400059682e+00,1.699312696036791914e+00,1.006979971605552818e-02,1.559925522565853316e+04,2.146214839969325106e-02
8.808314417015981945e+00,8.312642662257436754e-01,2.115404033818458984e+00,2.143741729454188061e+00,9.907918525177552421e-03,1.407352972200130534e+04,2.426311006603697196e-02
7.065458431086773849e+00,8.106846714341751081e-01,3.658378724877616728e-01,2.017608722352615569e+00,1.254038507179282280e-02,7.312461425796231197e+03,1.867448527537909908e-02
5.334040806949401414e+00,1.027363918285031819e+00,1.586310440265677135e+00,2.647986684088078913e-01,2.900944554736394326e-03,9.172786330200015072e+03,1.958963729243907992e-02
5.854346666059848658e+00,9.266966510333014551e-01,1.892888098541798847e+00,2.131158387730491821e+00,1.970165590817378378e-03,1.829864247503602382e+04,2.006802292392784876e-02
1.265525933069515574e+01,8.067732309929085410e-01,2.990175022779209435e+00,4.477084524684576405e-01,9.930773552708580670e-03,1.859751598717335582e+04,1.329134074610872560e-02
5.234579341375055428e+00,9.741488917624717692e-01,3.250620931722533191e-01,1.065415868177428615e+00,8.187063898611925822e-03,9.879956961158379272e+03,1.745221726366966153e-02
1.443405371253856373e+01,7.926004160885216088e-01,2.917450866669693554e-01,5.470812253519016233e-01,7.933175502639741236e-03,9.280338018356924294e+03,1.965635643286768597e-02
1.356645451099341670e+01,7.799268328687989360e-01,2.238740481991128295e+00,2.291940496718667841e+00,1.106560601881396988e-02,5.209580702046539955e+03,2.040620510125763093e-02
1.333865059360395122e+01,1.005158634093917813e+00,1.132055023622765000e-01,7.779866922285865183e-01,1.058893762706484415e-02,1.357796622791027767e+04,2.100954953764609320e-02
3.355484538827982810e+00,6.814111734555928779e-01,2.986697113261285619e+00,7.994948284707863451e-01,2.204834950161846906e-03,1.415339878407886863e+04,1.654790547115933541e-02
6.214283346004247477e+00,1.006545669718205360e+00,9.348686827117759224e-01,1.846986622778885589e+00,1.465113934790044509e-02,1.574798804833635404e+04,1.385596694887960591e-02
6.474592008764192386e+00,9.894457470331488036e-01,4.388748313739628815e-01,1.109659691921001556e+00,1.469204935338108350e-02,1.569677320801010137e+04,1.489189021988822532e-02
1.307352463098238893e+01,6.182587093213643969e-01,1.334454125634802590e+00,1.730964075022504378e+00,1.356880932508629581e-02,1.930608961633811123e+04,1.977515111180759566e-02
5.206270525348489109e+00,9.478071048187508563e-01,1.954130754440414952e+00,1.395768930276984898e+00,2.119025332546408021e-03,1.943346939462162118e+04,1.650584752124788224e-02
1.099839924356535015e+01,8.133734554339906442e-01,2.523634505792231586e+00,8.820831334918716182e-01,1.208930873262849259e-02,7.789097890669104345e+03,1.884462764250618635e-02
9.467693590830146277e+00,6.032241092281911410e-01,2.528193384990890635e+00,1.039858381682549959e+00,1.272915430551241692e-02,7.629093429921214920e+03,1.969226702695183601e-02
1.406184759159970099e+01,8.378083486224555676e-01,6.373125786638411672e-02,2.380771380121415870e+00,1.358709648505801795e-02,1.022567783960052475e+04,2.253704505036150871e-02
1.489403845233765189e+01,8.703307478379582740e-01,2.478090484570333984e+00,5.166911980763697620e-01,2.345516692125274374e-03,1.815007353310265171e+04,2.034535214928244462e-02
5.340649169308785638e+00,8.508106483047126467e-01,2.810119916453656774e+00,1.987257658002746119e+00,9.945097596534044349e-03,1.635812958682686076e+04,1.336086857060719141e-02
9.872711744037992787e+00,7.686702612735460960e-01,1.662183757209884760e+00,7.139598698144076216e-01,6.169451527293373302e-03,1.257737283455971556e+04,2.238340874362076960e-02
1.496317821703264528e+01,9.906105250374737103e-01,1.656379341791441195e+00,1.765856299418691711e+00,1.230947659341838016e-02,1.808963651192736506e+04,1.394859810667625766e-02
4.485858906175893779e+00,1.008331264677539085e+00,9.337985654805682767e-01,6.714930545308801513e-01,9.890866043212570569e-03,1.341667874147973816e+04,1.812996637326163424e-02
1.208902521569367039e+01,8.584196531251868656e-01,1.721442480755269955e+00,1.457449647383592950e+00,1.077229935230444857e-02,1.554054040289787554e+04,1.267389779641221216e-02
6.825700094133164697e+00,6.676718016989978688e-01,1.399227721083868392e+00,1.132789149764037884e+00,1.140542284833597278e-02,6.196677467104977950e+03,2.285347917532913262e-02
7.409232461806978698e+00,5.996127353344551381e-01,7.370871825846840586e-02,3.927621140853641002e-01,9.483278718436908422e-03,8.454977841251495192e+03,1.010444763165137608e-02
7.669079891602409660e+00,6.662882036174379019e-01,9.487058615720607158e-01,2.315626436859457904e+00,9.181375207407499461e-03,1.794492364180984441e+04,2.193016932061392713e-02
7.851909960606510808e+00,1.015397445763299711e+00,5.606062030897187576e-01,1.379156320246857970e+00,9.378122349322174506e-03,1.076622811144632578e+04,2.451495826058118499e-02
9.297113710345261239e+00,1.003481508555268631e+00,2.786806190843379216e+00,2.904183511035488330e+00,2.161307173989024041e-03,1.940427375601371750e+04,2.282014173163807516e-02
